id,title,date,description,city,country,company,link,source,company_logo,lang,domain,hskills,salary_estimation,sskills,profile,education,experience,langues,deadline
4792178,Directeur Programmes V&#233;hicules H/F - Maroc,2023-10-02,"<br /><br />Notre client, grand acteur dans le secteur automobile, recrute un(e) Directeur Programmes Véhicules H/F basé(e) au Maroc.<br /><br />Informations sur l'entreprise<br /><br />Notre client, grand acteur dans le secteur automobile, recrute un(e) Directeur Programmes Véhicules h/F basé(e) au Maroc.<br /><br />Missions<br /><br />En tant que Directeur/Directrice programmes véhicules, vous êtes responsable de l'ensemble des projets véhicules de la région.<br /><br />Vous êtes le garant de la qualité, du coût et du délai des livrables. Avec votre équipe, vous êtes responsable de toute la chaîne de valeur depuis la conception à la fabrication, tout en maîtrisant les dépenses, le temps de conception et les coûts de transformation.<br /><br />Profil du candidat<br /><br />Vous être ingénieur de formation, avec une expérience de minimum 15 ans dans l'industrie automobile dans la gestion de projet depuis la conception à l'assemblage.<br /><br /><br /><br />Conditions et Avantages<br /><br />Selon le profil<p><b>Skills</b></p>automobile, véhicules, vehicles, R&amp;D, recherche, ingénierie, powertrain",Morocco,Morocco,Michael Page,https://www.bayt.com/en/morocco/jobs/directeur-programmes-v-233-hicules-h-f-maroc-4792178/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,fr,"assistance, secrétariat et accueil",gestion de projet,8943,,"ingénieur
directeur",,expérience de minimum 15 ans,,
4792177,Directeur IT R&#233;gional (Anglophone) H/F - Maroc,2023-10-02,"<br /><br />Groupe international dans le domaine industriel recrute un(e) Directeur IT région basé(e) au Maroc.<br /><br />Informations sur l'entreprise<br /><br />Groupe international dans le domaine industriel recrute un(e) Directeur IT région basé(e) au Maroc.<br /><br />Missions<br /><br />En tant que Directeur IT région, vous êtes responsable de gérer une région. Vos principales responsabilités incluent la définition de la stratégie technologique, la satisfaction des besoins des clients internes et externes, la livraison de solutions technologiques, la mise en œuvre d'initiatives globales et la génération de synergies entre les unités opérationnelles. Vous êtes garant de la mise en place de la mise en oeuvre de la stratégie technologique de l'entreprise tout en favorisant la collaboration et l'efficacité.<br /><br />Profil du candidat<br /><br />Vous êtes ingénieur en informatique et justifiez de 15 années d'expériences professionnelles dans l'infrastructure IT, la cybersécurité et les solutions applicatives.<br /><br />Vous êtes actuellement DSI/DOSI et justifez d'une expérience dans le milieu industriel ou du FMCG.<br /><br />Vous maitrisez le Francais et l'Anglais.<br /><br />Conditions et Avantages<br /><br />Selon le profil<p><b>Skills</b></p>DSI, DOSI, Directeur IT",Morocco,Morocco,Michael Page,https://www.bayt.com/en/morocco/jobs/directeur-it-r-233-gional-anglophone-h-f-maroc-4792177/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,fr,électronique,,6548,initiatives,"ingénieur
directeur",,,"anglophone
francais",
4686330,Remote Personalized Internet Ads Assessor,2023-09-29,"<p><b>French-Speaking Personalized Internet Ads Assessor</b></p><p><br /></p><p><b><span></span>Our Company </b></p><p>TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer <b>flexible work-from-home</b> opportunities for people with passion for languages. The jobs are <b>part-time</b>, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. </p><p><br /></p><p><b>Who is suitable for this work? </b></p><p>We are looking for dynamic people who have strong communication skills and use the Internet daily. This is a freelance, independent contractor position. You will have the flexibility and freedom to work from your own home, working your own hours.</p><p><br /></p><p><b>What does the work involve?</b></p><p>In this job you will be reviewing online advertisements in order to improve their content, quality and layout. You will be required to provide feedback and analysis on advertisements found in search engine results and provide ratings on their relevance to the search terms used. Another aspect of this opportunity will involve reviewing the language used in advertisements by examining grammar, tone and cultural relevance.</p><p><br /></p><p>As a <b>Personalized Internet Ads Assessor</b> your ultimate goal will be to contribute towards making internet search and online advertising more relevant and interesting for all <b>French </b>speakers in Morocco</p><p><br /></p><p><b>Why join the TELUS International AI Community?</b></p><ul><li>Earn extra income</li><li>Access to our community well-being initiative    </li><li>Remote work &amp; Location Independence</li><li>Flexible Hours to work around home life</li><li>Better Work-Life Balance</li><li>Be a part of an amazing online community</li></ul><p><b>Skills</b></p><p><b>Requirements </b></p><ul><li>You must be living in Morocco for the last 3 consecutive years</li><li>Suitable candidates must have full professional proficiency in <b>English</b> and <b>French </b></li><li>Access to and use of a broadband internet connection and associated computer and antivirus software to perform the work, all provided at your own expense</li><li>Experience in use of web browsers to navigate and interact with a variety of content</li><li>Access to and use of an Android (version 4.1 or higher) or IOS Smartphone (version 8 or higher) to complete tasks</li><li>A Barcode Scanner application must be installed on your smartphone to complete certain tasks</li><li>Active daily user of Gmail and other forms of Social Media</li></ul><p><br /></p><p><br /></p><p><br /></p>",Rabat,Morocco, Telus International Philippines ,https://www.bayt.com/en/morocco/jobs/remote-personalized-internet-ads-assessor-4686330/,Bayt,https://secure.b8cdn.com/160x160/images/logo/38/2138238_logo_264x120_1678192142_n.png,en,marketing,"ai, ai, machine learning, ai, ai, ai, ai, advertising, ai, android, ios",7953,"communication skills
dynamic",,,,french,
4787185,Manager QHSE Confirm&#233;  H/F - R&#233;gion El Jadida ,2023-09-27,"<br /><br />Notre client, grand groupe industriel recrute un(e) Manager QHSE Confirmé dans la région d'EL Jadida.<br /><br />Informations sur l'entreprise<br /><br />Notre client, grand groupe industriel recrute un(e) Manager QHSE Confirmé dans la région d'EL Jadida.<br /><br />Missions<br /><br />En tant que Manager QHSE Confirmé H/F, vous êtes responsable de la conception, la mise en place et l'amélioration des programmes de santé, de sécurité et d'environnement dans l'organisation.<br /><br />Vous aurez également pour mission de veiller à ce que tous les processus de l'entreprise soient conçus et exécutés dans le but de minimiser les risques pour les personnes, l'environnement et les actifs de l'entreprise.<br /><br />Vous coordonnez les activités de l'équipe HSE pour garantir la conformité réglementaire et la sécurité des employés et des opérations.<br /><br />Profil du candidat<br /><br />Vous détenez un(e):<br />Diplôme universitaire en ingénierie, en sciences de l'environnement, en sécurité ou dans un domaine connexeExpérience significative dans la mise en œuvre et la gestion des programmes de santé, de sécurité et d'environnement dans une entrepriseConnaissance approfondie des réglementations environnementales, de sécurité et de santé au travailCapacité à évaluer et à gérer les risques liés aux processus et activités de l'entrepriseExcellentes compétences en leadership et en communicationBon niveau en anglais<br /><br /><br />Conditions et Avantages<br /><br />Selon le profil<p><b>Skills</b></p>safety, HSE, QHSE",Morocco,Morocco,Michael Page,https://www.bayt.com/en/morocco/jobs/manager-qhse-confirm-233-h-f-r-233-gion-el-jadida-4787185/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,fr,production,,4577,leadership,manager,,,,
4787127,Manager QHSE Confirmé  H/F - Région El Jadida,2023-09-27,"<p><br /></p><p><br /></p><p>Notre client, grand groupe industriel recrute un(e) Manager QHSE Confirmé dans la région d'EL Jadida.</p><p><br /></p><p><br /></p><p>Informations sur l'entreprise</p><p><br /></p><p><br /></p><p>Notre client, grand groupe industriel recrute un(e) Manager QHSE Confirmé dans la région d'EL Jadida.</p><p><br /></p><p><br /></p><p>Missions</p><p><br /></p><p><br /></p><p>En tant que Manager QHSE Confirmé H/F, vous êtes responsable de la conception, la mise en place et l'amélioration des programmes de santé, de sécurité et d'environnement dans l'organisation.</p><p><br /></p><p><br /></p><p>Vous aurez également pour mission de veiller à ce que tous les processus de l'entreprise soient conçus et exécutés dans le but de minimiser les risques pour les personnes, l'environnement et les actifs de l'entreprise.</p><p><br /></p><p><br /></p><p>Vous coordonnez les activités de l'équipe HSE pour garantir la conformité réglementaire et la sécurité des employés et des opérations.</p><p><br /></p><p><br /></p><p>Profil du candidat</p><p><br /></p><p><br /></p><p>Vous détenez un(e):</p><p><br /></p><p>Diplôme universitaire en ingénierie, en sciences de l'environnement, en sécurité ou dans un domaine connexeExpérience significative dans la mise en œuvre et la gestion des programmes de santé, de sécurité et d'environnement dans une entrepriseConnaissance approfondie des réglementations environnementales, de sécurité et de santé au travailCapacité à évaluer et à gérer les risques liés aux processus et activités de l'entrepriseExcellentes compétences en leadership et en communicationBon niveau en anglais</p><p><br /></p><p><br /></p><p><br /></p><p>Conditions et Avantages</p><p><br /></p><p><br /></p><p>Selon le profil</p><p><b>Skills</b></p><p>safety, HSE, QHSE</p>",Morocco,Morocco,Michael Page,https://www.bayt.com/en/morocco/jobs/manager-qhse-confirm%C3%A9-h-f-r%C3%A9gion-el-jadida-4787127/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,fr,comptabilité,,5081,leadership,manager,,,,
4730428,Manager QHSE Confirm&#233;  H/F - R&#233;gion El Jadida ,2023-08-08,"<br /><br />Notre client, grand groupe industriel recrute un(e) Manager QHSE Confirmé dans la région d'EL Jadida.<br /><br />Informations sur l'entreprise<br /><br />Notre client, grand groupe industriel recrute un(e) Manager QHSE Confirmé dans la région d'EL Jadida.<br /><br />Missions<br /><br />En tant que Manager QHSE Confirmé H/F, vous êtes responsable de la conception, la mise en place et l'amélioration des programmes de santé, de sécurité et d'environnement dans l'organisation.<br /><br />Vous aurez également pour mission de veiller à ce que tous les processus de l'entreprise soient conçus et exécutés dans le but de minimiser les risques pour les personnes, l'environnement et les actifs de l'entreprise.<br /><br />Vous coordonnez les activités de l'équipe HSE pour garantir la conformité réglementaire et la sécurité des employés et des opérations.<br /><br />Profil du candidat<br /><br />Vous détenez un(e):<br />Diplôme universitaire en ingénierie, en sciences de l'environnement, en sécurité ou dans un domaine connexeExpérience significative dans la mise en œuvre et la gestion des programmes de santé, de sécurité et d'environnement dans une entrepriseConnaissance approfondie des réglementations environnementales, de sécurité et de santé au travailCapacité à évaluer et à gérer les risques liés aux processus et activités de l'entrepriseExcellentes compétences en leadership et en communicationBon niveau en anglais<br /><br /><br />Conditions et Avantages<br /><br />Selon le profil<p><b>Skills</b></p>safety, HSE, QHSE",Morocco,Morocco,Michael Page,https://www.bayt.com/en/morocco/jobs/manager-qhse-confirm-233-h-f-r-233-gion-el-jadida-4730428/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,fr,production,,4577,leadership,manager,,,,
69967989,International Recruitment Officer - Morocco,2023-10-02,"<p><span>ApplyBoard simplifies the study abroad search, application, and acceptance process by connecting international students, recruitment partners, and educational institutions on one intuitive and personalized platform. ApplyBoard is a mission-driven, hyper-growth organization. It has been attracting dedicated individuals for more than eight years who are inspired every day to break down barriers to international education and take their careers to new heights at a company that will invest in their career growth.</span> <span>Our </span>six core values<span>are our compass in our mission to Educate the World and the foundation of our unique company culture. As an organization built on a foundation of diversity, it’s important that our team members are representative of the students from more than 140 countries that we support. </span></p><br /><p><b><b>The Opportuinity: </b></b></p><br /><p><span>We are looking for an experienced, well connected and organized <b>International Recruitment Officer - Morocco (Remote)</b> to join our growing Overseas Team and take our company and platform to the next level!</span></p><br /><p><b>What you will do everyday: </b></p><br /><ul><li><p><span>Represent ApplyBoard brand to promote ApplyBoard services to agents, international educators, and prospective students</span></p><br /></li><li><p><span>Increase international student enrolment at ApplyBoard by recruiting international students from diverse regions</span></p><br /></li><li><p><span>Negotiate terms of engagement, provide training to agents and their staff, and keep the agent contacts engaged with ApplyBoard through regular communication</span></p><br /></li><li><p><span>Undergo presentations in the local marketplace to further promote ApplyBoard</span></p><br /></li><li><p><span>Train and guide agents to improve the quality and volume of international applicants, ensuring top quality</span></p><br /></li><li><p><span>Disseminate communications and activities online using CRM and social media platforms including delivering key messages and encouraging engagement from potential and current students</span></p><br /></li><li><p><span>Proactively undergo agent outreach</span></p><br /></li><li><p><span>Bring a Business Development (Hunting) mentality to an Account Manager (Farming) role to help drive more growth and expand existing relationships.</span></p><br /></li></ul><p><b><b>What you bring to the table: </b></b></p><br /><ul><li><p><span>Fluent in English and Arabic</span></p><br /></li><li><p><span>Minimum 2 years of international student recruitment experience for secondary and/or post-secondary institutions </span></p><br /></li><li><p><span>Post-secondary education or equivalent experience</span></p><br /></li><li><p><span>Exceptional communication verbal and written skills</span></p><br /></li><li><p><span>Autonomous self-starter, with the ability to work independently within a team-based environment</span></p><br /></li><li><p><span>Aptitude for prioritizing tasks with attention to detail to ensure information accuracy</span></p><br /></li><li><p><span>Experience working with educational consultants and or postsecondary institutions directly; considered a bonus</span></p><br /></li><li><p><span>Experience working with a CRM; considered an asset</span></p><br /></li></ul><p><b><span>About ApplyBoard</span></b></p><br /><p><span>ApplyBoard empowers students around the world to access the best education by simplifying the study abroad search, application, and acceptance process to more than 1,750 institutions across Canada, the United States, the United Kingdom, Australia, and Ireland. Headquartered in Kitchener, Ontario, Canada, and with an additional operational office in Gurugram, India, ApplyBoard has helped more than 600,000 students from over 150 countries fulfill their study abroad dreams since 2015.</span></p><br /><p><span>In 2022, Deloitte named ApplyBoard one of the fastest-growing technology companies in Canada for the fourth consecutive year, ranking #30 on the Deloitte Technology Fast 50 and #170 on the 2022 Deloitte Technology Fast 500 list. ApplyBoard ranked on LinkedIn’s 2022 Top Startups List in Canada in 2020, 2021, and 2022 and was recognized as CIX’s Innovator of the Year 2022 and the EY Entrepreneur of the Year 2022 Ontario Winner. In 2023, ApplyBoard India was Great Place to Work® Institute (India) certified for outstanding employee experience and workplace culture.</span></p><br /><p><span>Thank you for your interest in joining ApplyBoard on our mission to Educate the World. Please note that only qualified applicants that have been selected for an interview will be contacted.</span></p><br /><p><span>ApplyBoard welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.</span></p><br />",Morocco,Morocco,ApplyBoard Inc,https://www.bayt.com/en/morocco/jobs/international-recruitment-officer-morocco-69967989/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,en,"assistance, secrétariat et accueil","recruiting, crm, social media, business development, crm, office",9612,"communication
autonomous
organized
attention to detail",account manager,,,english,
69964990,Duty Engineer/ Technicien Maintenance,2023-10-01,"<p>Duty Engineer/ Technicien Maintenance page is loaded </p><p><b>Duty Engineer/ Technicien Maintenance</b></p><br /><br />locationsCasablanca time typeFull time posted onPosted Today job requisition idREQ10263455 <b>Responsibilities:</b> <br /> Diagnose and provide service and repairs to hotel equipment including electrical, plumbing, steam, gas, fire &amp; safety, HVAC refrigeration, interior, paint and decorating, and respond to inquiries and problems in an efficient, courteous and professional manner to achieve maximum customer satisfaction while complying with all Four Seasons’ policie. Implement and handle preventative maintenance of all equipment and update appropriate logs. Diagnose and handle all repairs of equipment including motors, starters, breakers, chillers and associated equipment throughout the entire building. Respond to guest calls regarding maintenance of rooms and equipment in rooms or public area in a timely manner.<br />Dedicated to perfecting the travel experience through continual innovation and the highest standards of hospitality, Four Seasons can offer what many hospitality professionals dream of -the opportunity to build a life-long career with global potential and a real sense of pride in work well done.",casablanca,Morocco,Four Seasons Hotels and Resorts,https://www.bayt.com/en/morocco/jobs/duty-engineer-technicien-maintenance-69964990/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,en,électronique,"maintenance, maintenance, maintenance",7898,,,,,,
69963026,Business Development Representative,2023-10-01,"<p>Elite Solutions is seeking a skilled Business Development Representative to join our dynamic team. In this role, the successful candidate will focus on generating leads, creating business opportunities, and growing revenue. As a One-Stop-Shop providing solutions for IT needs, Elite Solutions is a leader in the industry, offering extensive experience serving global clients across numerous industries. The Business Development Representative will play a critical role in helping to drive the continued growth and success of our company.</p><br /><br />Responsibilities<ul><li>Proactively cold call and email potential clients on a daily basis to generate business opportunities and leads.</li> <li>Qualify potential clients and ensure that they are a good fit for Elite Solutions' products and services</li> <li>Effectively communicate and present the company's products and services to potential clients</li> <li>Build relationships with key decision makers and maintain a strong network of contacts within the industry</li> <li>Collaborate with internal teams to drive revenue growth and ensure client satisfaction</li> <li>Participate in industry events, trade shows, and conferences to promote Elite Solutions' brand</li> <li>Maintain accurate and up-to-date records in the company CRM system</li> </ul>",casablanca,Morocco,Elite solutions,https://www.bayt.com/en/morocco/jobs/business-development-representative-69963026/,Bayt,https://secure.b8cdn.com/160x160/images/logo/78/1528978_logo_264x120_1464270021_n.png,en,marketing,"business development, business development, crm",11734,dynamic,,,,,
69962861,Data Engineer – Business Intelligence,2023-10-01,"<span>Introduction</span><br />In this role, you’ll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. <p>A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe.</p><br /><p>You’ll work with visionaries across multiple industries to improve the hybrid cloud and AI journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including Software and Red Hat.</p><br /><p>Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you’ll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.<br /><br /><span>Your Role and Responsibilities</span><br /><span>As a</span> Data Engineer – Business Intelligence<span> you’ll </span></p><br /><ul><li>take data throughout its lifecycle – acquisition, exploration, data cleaning, integration, analysis, interpretation and visualization</li> <li> Creating the pipeline for data processing, data visualization, and analytics products, including automated services, and APIs</li> <li>Streamlining and automating data acquisition and possess a highly structured approach to problem solving</li> <li>Ensure on time and on budget delivery which satisfies project requirements, while adhering to enterprise architecture standards</li> <li>Contribute to solution design and build to ensure scalability, performance and reuse of data and other components</li> <li>End-to-end data handling, management and analytics processes</li> <li>Experience of working in Agile environment and knowledge of any tools (Aha, Azure Devops, Jira, Confluent)</li> <li>Knowledge and direct experience using any business intelligence reporting tools (Power BI, Tableau, etc.)</li> <li>Possess strong problem-solving abilities with a focus on managing to business outcomes through collaboration with multiple internal and external parties</li> <li>Enthusiastic, willing, able to learn and continuously develop skills and techniques enjoys change and seeks continuous improvement</li> <li> A clear communicator both written and verbal with good presentational skills, fluent and proficient in the English language, Customer focused and a team player</li> </ul><p><br /><span>Required Technical and Professional Expertise</span><br />N/A<br /><br /><span>Preferred Technical and Professional Expertise</span><br />N/A</p><br /><br />",casablanca,Morocco,Gulf Business Machines PND,https://www.bayt.com/en/morocco/jobs/data-engineer-business-intelligence-69962861/,Bayt,https://secure.b8cdn.com/160x160/images/logo/98/979198_logo_264x120_1565159011_n.png,en,chimie,"cloud, ai, business intelligence, data cleaning, integration, data processing, data visualization, analytics, analytics, azure devops, jira, business intelligence, reporting, power bi",5751,"empathy
agile
creative
innovative
curiosity",data engineer,,,english,
